# LankaGlyphset rename report
# generated: 2026-06-10T20:09:37
# font: /Users/pathumego/src/github/mooniak/akurugraphy-exhhibition/encoding-machine/AbhayaLibreNIGHTLY-Regular.ttf
# DRY_RUN: False
# total glyphs: 1203
# status counts: {'skip': 570, 'unchanged': 58, 'renamed': 575}
# renamed but NOT in canonical YAML set (flagged): 386
# ambiguous (left untouched): 0
#
old_name	new_name	status	in_standard	note
ha-uu-taml	ha-uu-taml	skip	False	not a Sinhala (-sinh) glyph
ja-i-taml	ja-i-taml	skip	False	not a Sinhala (-sinh) glyph
ja-ii-taml	ja-ii-taml	skip	False	not a Sinhala (-sinh) glyph
ja-u-taml	ja-u-taml	skip	False	not a Sinhala (-sinh) glyph
ja-uu-taml	ja-uu-taml	skip	False	not a Sinhala (-sinh) glyph
ka-i-taml	ka-i-taml	skip	False	not a Sinhala (-sinh) glyph
ka-ii-taml	ka-ii-taml	skip	False	not a Sinhala (-sinh) glyph
ka-u-taml	ka-u-taml	skip	False	not a Sinhala (-sinh) glyph
ka-uu-taml	ka-uu-taml	skip	False	not a Sinhala (-sinh) glyph
kssa-i-taml	kssa-i-taml	skip	False	not a Sinhala (-sinh) glyph
kssa-ii-taml	kssa-ii-taml	skip	False	not a Sinhala (-sinh) glyph
kssa-taml	kssa-taml	skip	False	not a Sinhala (-sinh) glyph
kssa-u-taml	kssa-u-taml	skip	False	not a Sinhala (-sinh) glyph
kssa-uu-taml	kssa-uu-taml	skip	False	not a Sinhala (-sinh) glyph
la-ai-taml	la-ai-taml	skip	False	not a Sinhala (-sinh) glyph
la-i-taml	la-i-taml	skip	False	not a Sinhala (-sinh) glyph
la-ii-taml	la-ii-taml	skip	False	not a Sinhala (-sinh) glyph
la-u-taml	la-u-taml	skip	False	not a Sinhala (-sinh) glyph
la-uu-taml	la-uu-taml	skip	False	not a Sinhala (-sinh) glyph
lla-ai-taml	lla-ai-taml	skip	False	not a Sinhala (-sinh) glyph
lla-i-taml	lla-i-taml	skip	False	not a Sinhala (-sinh) glyph
lla-ii-taml	lla-ii-taml	skip	False	not a Sinhala (-sinh) glyph
lla-u-taml	lla-u-taml	skip	False	not a Sinhala (-sinh) glyph
lla-uu-taml	lla-uu-taml	skip	False	not a Sinhala (-sinh) glyph
ma-i-taml	ma-i-taml	skip	False	not a Sinhala (-sinh) glyph
ma-ii-taml	ma-ii-taml	skip	False	not a Sinhala (-sinh) glyph
ma-u-taml	ma-u-taml	skip	False	not a Sinhala (-sinh) glyph
ma-uu-taml	ma-uu-taml	skip	False	not a Sinhala (-sinh) glyph
mooniak	mooniak	skip	False	not a Sinhala (-sinh) glyph
na-i-taml	na-i-taml	skip	False	not a Sinhala (-sinh) glyph
na-ii-taml	na-ii-taml	skip	False	not a Sinhala (-sinh) glyph
na-u-taml	na-u-taml	skip	False	not a Sinhala (-sinh) glyph
na-uu-taml	na-uu-taml	skip	False	not a Sinhala (-sinh) glyph
nga-i-taml	nga-i-taml	skip	False	not a Sinhala (-sinh) glyph
nga-ii-taml	nga-ii-taml	skip	False	not a Sinhala (-sinh) glyph
nga-uu-taml	nga-uu-taml	skip	False	not a Sinhala (-sinh) glyph
nna-aa-taml	nna-aa-taml	skip	False	not a Sinhala (-sinh) glyph
nna-ai-taml	nna-ai-taml	skip	False	not a Sinhala (-sinh) glyph
nna-i-taml	nna-i-taml	skip	False	not a Sinhala (-sinh) glyph
nna-ii-taml	nna-ii-taml	skip	False	not a Sinhala (-sinh) glyph
nna-u-taml	nna-u-taml	skip	False	not a Sinhala (-sinh) glyph
nna-uu-taml	nna-uu-taml	skip	False	not a Sinhala (-sinh) glyph
nna2-aa-taml	nna2-aa-taml	skip	False	not a Sinhala (-sinh) glyph
nna2-ai-taml	nna2-ai-taml	skip	False	not a Sinhala (-sinh) glyph
nna2-i-taml	nna2-i-taml	skip	False	not a Sinhala (-sinh) glyph
nna2-ii-taml	nna2-ii-taml	skip	False	not a Sinhala (-sinh) glyph
nna2-u-taml	nna2-u-taml	skip	False	not a Sinhala (-sinh) glyph
nna2-uu-taml	nna2-uu-taml	skip	False	not a Sinhala (-sinh) glyph
nya-i-taml	nya-i-taml	skip	False	not a Sinhala (-sinh) glyph
nya-ii-taml	nya-ii-taml	skip	False	not a Sinhala (-sinh) glyph
nya-u-taml	nya-u-taml	skip	False	not a Sinhala (-sinh) glyph
nya-uu-taml	nya-uu-taml	skip	False	not a Sinhala (-sinh) glyph
pa-i-taml	pa-i-taml	skip	False	not a Sinhala (-sinh) glyph
pa-ii-taml	pa-ii-taml	skip	False	not a Sinhala (-sinh) glyph
pa-u-taml	pa-u-taml	skip	False	not a Sinhala (-sinh) glyph
pa-uu-taml	pa-uu-taml	skip	False	not a Sinhala (-sinh) glyph
ra-i-taml	ra-i-taml	skip	False	not a Sinhala (-sinh) glyph
ra-ii-taml	ra-ii-taml	skip	False	not a Sinhala (-sinh) glyph
ra-u-taml	ra-u-taml	skip	False	not a Sinhala (-sinh) glyph
ra-uu-taml	ra-uu-taml	skip	False	not a Sinhala (-sinh) glyph
rra-aa-taml	rra-aa-taml	skip	False	not a Sinhala (-sinh) glyph
rra-i-taml	rra-i-taml	skip	False	not a Sinhala (-sinh) glyph
rra-ii-taml	rra-ii-taml	skip	False	not a Sinhala (-sinh) glyph
rra-u-taml	rra-u-taml	skip	False	not a Sinhala (-sinh) glyph
rra-uu-taml	rra-uu-taml	skip	False	not a Sinhala (-sinh) glyph
sa-i-taml	sa-i-taml	skip	False	not a Sinhala (-sinh) glyph
sa-ii-taml	sa-ii-taml	skip	False	not a Sinhala (-sinh) glyph
sa-u-taml	sa-u-taml	skip	False	not a Sinhala (-sinh) glyph
sha-i-taml	sha-i-taml	skip	False	not a Sinhala (-sinh) glyph
sha-ii-taml	sha-ii-taml	skip	False	not a Sinhala (-sinh) glyph
shree-taml	shree-taml	skip	False	not a Sinhala (-sinh) glyph
ssa-i-taml	ssa-i-taml	skip	False	not a Sinhala (-sinh) glyph
ssa-ii-taml	ssa-ii-taml	skip	False	not a Sinhala (-sinh) glyph
ssa-u-taml	ssa-u-taml	skip	False	not a Sinhala (-sinh) glyph
ssa-uu-taml	ssa-uu-taml	skip	False	not a Sinhala (-sinh) glyph
ta-i-taml	ta-i-taml	skip	False	not a Sinhala (-sinh) glyph
ta-ii-taml	ta-ii-taml	skip	False	not a Sinhala (-sinh) glyph
ta-u-taml	ta-u-taml	skip	False	not a Sinhala (-sinh) glyph
ta-uu-taml	ta-uu-taml	skip	False	not a Sinhala (-sinh) glyph
tta-i-taml	tta-i-taml	skip	False	not a Sinhala (-sinh) glyph
tta-ii-taml	tta-ii-taml	skip	False	not a Sinhala (-sinh) glyph
tta-u-taml	tta-u-taml	skip	False	not a Sinhala (-sinh) glyph
tta-uu-taml	tta-uu-taml	skip	False	not a Sinhala (-sinh) glyph
va-i-taml	va-i-taml	skip	False	not a Sinhala (-sinh) glyph
va-ii-taml	va-ii-taml	skip	False	not a Sinhala (-sinh) glyph
va-uu-taml	va-uu-taml	skip	False	not a Sinhala (-sinh) glyph
vertical_stem_upper	vertical_stem_upper	skip	False	not a Sinhala (-sinh) glyph
ya-i-taml	ya-i-taml	skip	False	not a Sinhala (-sinh) glyph
ya-ii-taml	ya-ii-taml	skip	False	not a Sinhala (-sinh) glyph
ya-uu-taml	ya-uu-taml	skip	False	not a Sinhala (-sinh) glyph
zha-i-taml	zha-i-taml	skip	False	not a Sinhala (-sinh) glyph
zha-ii-taml	zha-ii-taml	skip	False	not a Sinhala (-sinh) glyph
zha-u-taml	zha-u-taml	skip	False	not a Sinhala (-sinh) glyph
zha-uu-taml	zha-uu-taml	skip	False	not a Sinhala (-sinh) glyph
ai-sign-taml.alt	ai-sign-taml.alt	skip	False	not a Sinhala (-sinh) glyph
fa-al-sinh.hist	f-sinh.hist	renamed	False	pure-consonant (virama) ligature (+ alternate suffix .hist)
fa-i-sinh.hist	fI-sinh.hist	renamed	False	consonant+vowel-sign ligature (+ alternate suffix .hist)
fa-ii-sinh.hist	fIi-sinh.hist	renamed	False	consonant+vowel-sign ligature (+ alternate suffix .hist)
fa-rakar-al-sinh.hist	fR-sinh.hist	renamed	False	rakar ligature (+ alternate suffix .hist)
fa-rakar-i-sinh.hist	fRI-sinh.hist	renamed	False	rakar ligature (+ alternate suffix .hist)
fa-rakar-ii-sinh.hist	fRIi-sinh.hist	renamed	False	rakar ligature (+ alternate suffix .hist)
fa-rakar-sinh.hist	fRa-sinh.hist	renamed	False	rakar ligature (+ alternate suffix .hist)
fa-repha-sinh.hist	fa_repha-sinh.hist	renamed	False	repaya (repha) combination (+ alternate suffix .hist)
fa-sinh.hist	fa-sinh.hist	unchanged	False	base consonant (+ alternate suffix .hist)
fa-u-sinh.hist	fU-sinh.hist	renamed	False	consonant+vowel-sign ligature (+ alternate suffix .hist)
fa-uu-sinh.hist	fUu-sinh.hist	renamed	False	consonant+vowel-sign ligature (+ alternate suffix .hist)
i-sign.alt1-taml	i-sign.alt1-taml	skip	False	not a Sinhala (-sinh) glyph
i-sign.alt2-taml	i-sign.alt2-taml	skip	False	not a Sinhala (-sinh) glyph
i-sign.alt3-taml	i-sign.alt3-taml	skip	False	not a Sinhala (-sinh) glyph
i-sign.alt4-taml	i-sign.alt4-taml	skip	False	not a Sinhala (-sinh) glyph
i-sign.alt5-taml	i-sign.alt5-taml	skip	False	not a Sinhala (-sinh) glyph
i-sign.alt6-taml	i-sign.alt6-taml	skip	False	not a Sinhala (-sinh) glyph
i-sign.alt7-taml	i-sign.alt7-taml	skip	False	not a Sinhala (-sinh) glyph
ii-sign.alt-taml	ii-sign.alt-taml	skip	False	not a Sinhala (-sinh) glyph
ii-sign.alt1-taml	ii-sign.alt1-taml	skip	False	not a Sinhala (-sinh) glyph
u-sign.alt1-taml	u-sign.alt1-taml	skip	False	not a Sinhala (-sinh) glyph
